SeriesName,SeriesCode,CountryName,CountryCode,Year,Value
Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,China,CHN,2012.0,88.41916221
Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,India,IND,2012.0,72.41907946
Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,Russian Federation,RUS,2012.0,90.86580943
Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,South Africa,ZAF,2012.0,87.15523381
GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,Brazil,BRA,2012.0,10.64294749
GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,China,CHN,2012.0,5.195703812
GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,India,IND,2012.0,8.113344834
GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,Russian Federation,RUS,2012.0,4.703585198
GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,South Africa,ZAF,2012.0,4.57300631
"Primary education, pupils",SE.PRM.ENRL,Brazil,BRA,2012.0,16134889
"Primary education, pupils",SE.PRM.ENRL,China,CHN,2012.0,99540480
"Primary education, pupils",SE.PRM.ENRL,India,IND,2012.0,139869904
"Primary education, pupils",SE.PRM.ENRL,Russian Federation,RUS,2012.0,5514819
"Primary education, pupils",SE.PRM.ENRL,South Africa,ZAF,2012.0,7004482
"Primary education, teachers",SE.PRM.TCHR,Brazil,BRA,2012.0,786411
"Primary education, teachers",SE.PRM.TCHR,China,CHN,2012.0,5907896
"Primary education, teachers",SE.PRM.TCHR,Russian Federation,RUS,2012.0,281503
"Primary education, teachers",SE.PRM.TCHR,South Africa,ZAF,2012.0,212657
Rural population,SP.RUR.TOTL,Brazil,BRA,2012.0,30046546
Rural population,SP.RUR.TOTL,China,CHN,2012.0,651507733
Rural population,SP.RUR.TOTL,India,IND,2012.0,865365062
Rural population,SP.RUR.TOTL,Russian Federation,RUS,2012.0,37531739
Rural population,SP.RUR.TOTL,South Africa,ZAF,2012.0,19404873
Rural population (% of total population),SP.RUR.TOTL.ZS,Brazil,BRA,2012.0,15.077
Rural population (% of total population),SP.RUR.TOTL.ZS,China,CHN,2012.0,48.235
Rural population (% of total population),SP.RUR.TOTL.ZS,India,IND,2012.0,68.366
Rural population (% of total population),SP.RUR.TOTL.ZS,Russian Federation,RUS,2012.0,26.209
Rural population (% of total population),SP.RUR.TOTL.ZS,South Africa,ZAF,2012.0,36.728
"School enrollment, primary, private (% of total primary)",SE.PRM.PRIV.ZS,Brazil,BRA,2012.0,15.85531044
"School enrollment, primary, private (% of total primary)",SE.PRM.PRIV.ZS,China,CHN,2012.0,5.704470158
"School enrollment, primary, private (% of total primary)",SE.PRM.PRIV.ZS,Russian Federation,RUS,2012.0,0.6780599952
"School enrollment, primary, private (% of total primary)",SE.PRM.PRIV.ZS,South Africa,ZAF,2012.0,3.713380098
"School enrollment, secondary, private (% of total secondary)",SE.SEC.PRIV.ZS,Brazil,BRA,2012.0,14.98104
"School enrollment, secondary, private (% of total secondary)",SE.SEC.PRIV.ZS,China,CHN,2012.0,10.98686028
"School enrollment, secondary, private (% of total secondary)",SE.SEC.PRIV.ZS,Russian Federation,RUS,2012.0,0.897300005
"School enrollment, secondary, private (% of total secondary)",SE.SEC.PRIV.ZS,South Africa,ZAF,2012.0,4.106919765
"Secondary education, pupils",SE.SEC.ENRL,Brazil,BRA,2012.0,23134072
"Secondary education, pupils",SE.SEC.ENRL,China,CHN,2012.0,95004208
"Secondary education, pupils",SE.SEC.ENRL,India,IND,2012.0,119148200
"Secondary education, pupils",SE.SEC.ENRL,Russian Federation,RUS,2012.0,9165252
"Secondary education, pupils",SE.SEC.ENRL,South Africa,ZAF,2012.0,4843800
"Secondary education, teachers",SE.SEC.TCHR,Brazil,BRA,2012.0,1448245
"Secondary education, teachers",SE.SEC.TCHR,China,CHN,2012.0,6550540
"Secondary education, teachers",SE.SEC.TCHR,Russian Federation,RUS,2012.0,1045810
Urban population,SP.URB.TOTL,Brazil,BRA,2012.0,169240750
Urban population,SP.URB.TOTL,China,CHN,2012.0,699187267
Urban population,SP.URB.TOTL,India,IND,2012.0,400417728
Urban population,SP.URB.TOTL,Russian Federation,RUS,2012.0,105669982
Urban population,SP.URB.TOTL,South Africa,ZAF,2012.0,33429132
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Brazil,BRA,2012.0,84.923
Urban population (% of total population),SP.URB.TOTL.IN.ZS,China,CHN,2012.0,51.765
Urban population (% of total population),SP.URB.TOTL.IN.ZS,India,IND,2012.0,31.634
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Russian Federation,RUS,2012.0,73.791
Urban population (% of total population),SP.URB.TOTL.IN.ZS,South Africa,ZAF,2012.0,63.272
Access to electricity (% of population),EG.ELC.ACCS.ZS,Brazil,BRA,2013.0,99.575151
Access to electricity (% of population),EG.ELC.ACCS.ZS,China,CHN,2013.0,100
Access to electricity (% of population),EG.ELC.ACCS.ZS,India,IND,2013.0,80.79154205
Access to electricity (% of population),EG.ELC.ACCS.ZS,Russian Federation,RUS,2013.0,100
Access to electricity (% of population),EG.ELC.ACCS.ZS,South Africa,ZAF,2013.0,85.4
"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,Brazil,BRA,2013.0,97.50203345
"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,China,CHN,2013.0,100
"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,India,IND,2013.0,73.66350935
"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,Russian Federation,RUS,2013.0,100
"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,South Africa,ZAF,2013.0,76.78775067
"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,Brazil,BRA,2013.0,99.935013
"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,China,CHN,2013.0,100
"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,India,IND,2013.0,95.93652344
"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,Russian Federation,RUS,2013.0,99.67134857
"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,South Africa,ZAF,2013.0,90.28805542
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Brazil,BRA,2013.0,2568.829708
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,China,CHN,2013.0,3773.405384
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,India,IND,2013.0,764.1987416
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Russian Federation,RUS,2013.0,6539.207375
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,South Africa,ZAF,2013.0,4285.47726
Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,Brazil,BRA,2013.0,58.01808225
Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,China,CHN,2013.0,88.23749257
Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,India,IND,2013.0,72.28545864
Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,Russian Federation,RUS,2013.0,89.51180164
Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,South Africa,ZAF,2013.0,86.57530458
GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,Brazil,BRA,2013.0,10.66934087
GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,China,CHN,2013.0,5.386200695
GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,India,IND,2013.0,8.348106945
GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,Russian Federation,RUS,2013.0,5.134040738
GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,South Africa,ZAF,2013.0,4.783605708
"Primary education, pupils",SE.PRM.ENRL,Brazil,BRA,2013.0,16760693
"Primary education, pupils",SE.PRM.ENRL,China,CHN,2013.0,98870816
"Primary education, pupils",SE.PRM.ENRL,India,IND,2013.0,141154752
"Primary education, pupils",SE.PRM.ENRL,Russian Federation,RUS,2013.0,5651730
"Primary education, pupils",SE.PRM.ENRL,South Africa,ZAF,2013.0,7063849
"Primary education, teachers",SE.PRM.TCHR,Brazil,BRA,2013.0,789575
"Primary education, teachers",SE.PRM.TCHR,China,CHN,2013.0,5866510
"Primary education, teachers",SE.PRM.TCHR,India,IND,2013.0,4367637
"Primary education, teachers",SE.PRM.TCHR,Russian Federation,RUS,2013.0,285029
"Primary education, teachers",SE.PRM.TCHR,South Africa,ZAF,2013.0,220544
Rural population,SP.RUR.TOTL,Brazil,BRA,2013.0,29735220
Rural population,SP.RUR.TOTL,China,CHN,2013.0,637792141
Rural population,SP.RUR.TOTL,India,IND,2013.0,870936942
Rural population,SP.RUR.TOTL,Russian Federation,RUS,2013.0,37508423
Rural population,SP.RUR.TOTL,South Africa,ZAF,2013.0,19439262
Rural population (% of total population),SP.RUR.TOTL.ZS,Brazil,BRA,2013.0,14.791
Rural population (% of total population),SP.RUR.TOTL.ZS,China,CHN,2013.0,46.987
Rural population (% of total population),SP.RUR.TOTL.ZS,India,IND,2013.0,67.997
Rural population (% of total population),SP.RUR.TOTL.ZS,Russian Federation,RUS,2013.0,26.137
Rural population (% of total population),SP.RUR.TOTL.ZS,South Africa,ZAF,2013.0,36.207
"School enrollment, primary, private (% of total primary)",SE.PRM.PRIV.ZS,Brazil,BRA,2013.0,16.17354012
"School enrollment, primary, private (% of total primary)",SE.PRM.PRIV.ZS,China,CHN,2013.0,6.04681015
"School enrollment, primary, private (% of total primary)",SE.PRM.PRIV.ZS,Russian Federation,RUS,2013.0,0.7497500181
"School enrollment, primary, private (% of total primary)",SE.PRM.PRIV.ZS,South Africa,ZAF,2013.0,3.833940029
"School enrollment, secondary, private (% of total secondary)",SE.SEC.PRIV.ZS,Brazil,BRA,2013.0,12.8780899
"School enrollment, secondary, private (% of total secondary)",SE.SEC.PRIV.ZS,China,CHN,2013.0,9.830400467
"School enrollment, secondary, private (% of total secondary)",SE.SEC.PRIV.ZS,India,IND,2013.0,47.9946785
"School enrollment, secondary, private (% of total secondary)",SE.SEC.PRIV.ZS,Russian Federation,RUS,2013.0,1.014960051
"Secondary education, pupils",SE.SEC.ENRL,Brazil,BRA,2013.0,24881382
"Secondary education, pupils",SE.SEC.ENRL,China,CHN,2013.0,94324416
"Secondary education, pupils",SE.SEC.ENRL,India,IND,2013.0,119400528
"Secondary education, pupils",SE.SEC.ENRL,Russian Federation,RUS,2013.0,9092027
"Secondary education, teachers",SE.SEC.TCHR,Brazil,BRA,2013.0,1441306
"Secondary education, teachers",SE.SEC.TCHR,China,CHN,2013.0,6229458
"Secondary education, teachers",SE.SEC.TCHR,India,IND,2013.0,3878747
Urban population,SP.URB.TOTL,Brazil,BRA,2013.0,171300683
Urban population,SP.URB.TOTL,China,CHN,2013.0,719587859
Urban population,SP.URB.TOTL,India,IND,2013.0,409909187
Urban population,SP.URB.TOTL,Russian Federation,RUS,2013.0,105998572
Urban population,SP.URB.TOTL,South Africa,ZAF,2013.0,34249974
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Brazil,BRA,2013.0,85.209
Urban population (% of total population),SP.URB.TOTL.IN.ZS,China,CHN,2013.0,53.013
Urban population (% of total population),SP.URB.TOTL.IN.ZS,India,IND,2013.0,32.003
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Russian Federation,RUS,2013.0,73.863
Urban population (% of total population),SP.URB.TOTL.IN.ZS,South Africa,ZAF,2013.0,63.793
Access to electricity (% of population),EG.ELC.ACCS.ZS,Brazil,BRA,2014.0,99.650247
Access to electricity (% of population),EG.ELC.ACCS.ZS,China,CHN,2014.0,100
Access to electricity (% of population),EG.ELC.ACCS.ZS,India,IND,2014.0,83.53472137
Access to electricity (% of population),EG.ELC.ACCS.ZS,Russian Federation,RUS,2014.0,100
Access to electricity (% of population),EG.ELC.ACCS.ZS,South Africa,ZAF,2014.0,86
"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,Brazil,BRA,2014.0,97.91007704
"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,China,CHN,2014.0,100
"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,India,IND,2014.0,77.30266725
"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,Russian Federation,RUS,2014.0,100
"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,South Africa,ZAF,2014.0,77.62956389
"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,Brazil,BRA,2014.0,99.945554
"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,China,CHN,2014.0,100
"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,India,IND,2014.0,96.54690552
"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,Russian Federation,RUS,2014.0,99.68444061
"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,South Africa,ZAF,2014.0,90.64492035
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Brazil,BRA,2014.0,2619.960616
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,China,CHN,2014.0,3927.0445
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,India,IND,2014.0,804.5142281
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Russian Federation,RUS,2014.0,6602.657525
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,South Africa,ZAF,2014.0,4197.907047
Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,Brazil,BRA,2014.0,59.10753264
Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,China,CHN,2014.0,87.67043077
Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,India,IND,2014.0,73.57697909
Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,Russian Federation,RUS,2014.0,92.14287582
Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,South Africa,ZAF,2014.0,86.79143169
GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,Brazil,BRA,2014.0,10.51028589
GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,China,CHN,2014.0,5.610767621
GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,India,IND,2014.0,8.221982286
GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,Russian Federation,RUS,2014.0,5.294171485
GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,South Africa,ZAF,2014.0,4.64518706
Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,Brazil,BRA,2014.0,22.29999924
Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,China,CHN,2014.0,25.20000076
Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,India,IND,2014.0,24
Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,South Africa,ZAF,2014.0,23
"Primary education, pupils",SE.PRM.ENRL,Brazil,BRA,2014.0,16630217
"Primary education, pupils",SE.PRM.ENRL,China,CHN,2014.0,95107120
"Primary education, pupils",SE.PRM.ENRL,India,IND,2014.0,137808912
"Primary education, pupils",SE.PRM.ENRL,Russian Federation,RUS,2014.0,5725528
"Primary education, pupils",SE.PRM.ENRL,South Africa,ZAF,2014.0,7195183
"Primary education, teachers",SE.PRM.TCHR,Brazil,BRA,2014.0,795014
"Primary education, teachers",SE.PRM.TCHR,China,CHN,2014.0,5859672
"Primary education, teachers",SE.PRM.TCHR,India,IND,2014.0,4404451
"Primary education, teachers",SE.PRM.TCHR,Russian Federation,RUS,2014.0,289051
"Primary education, teachers",SE.PRM.TCHR,South Africa,ZAF,2014.0,219579
Rural population,SP.RUR.TOTL,Brazil,BRA,2014.0,29416963
Rural population,SP.RUR.TOTL,China,CHN,2014.0,624030741
Rural population,SP.RUR.TOTL,India,IND,2014.0,876035725
Rural population,SP.RUR.TOTL,Russian Federation,RUS,2014.0,37465023
Rural population,SP.RUR.TOTL,South Africa,ZAF,2014.0,19466373
Rural population (% of total population),SP.RUR.TOTL.ZS,Brazil,BRA,2014.0,14.508
Rural population (% of total population),SP.RUR.TOTL.ZS,China,CHN,2014.0,45.741
Rural population (% of total population),SP.RUR.TOTL.ZS,India,IND,2014.0,67.616
Rural population (% of total population),SP.RUR.TOTL.ZS,Russian Federation,RUS,2014.0,26.05
Rural population (% of total population),SP.RUR.TOTL.ZS,South Africa,ZAF,2014.0,35.688
"School enrollment, primary, private (% of total primary)",SE.PRM.PRIV.ZS,Brazil,BRA,2014.0,16.85726929
"School enrollment, primary, private (% of total primary)",SE.PRM.PRIV.ZS,China,CHN,2014.0,6.609409809
"School enrollment, primary, private (% of total primary)",SE.PRM.PRIV.ZS,India,IND,2014.0,34.96453857
"School enrollment, primary, private (% of total primary)",SE.PRM.PRIV.ZS,Russian Federation,RUS,2014.0,0.7706000209
"School enrollment, primary, private (% of total primary)",SE.PRM.PRIV.ZS,South Africa,ZAF,2014.0,4.062870026
"School enrollment, secondary, private (% of total secondary)",SE.SEC.PRIV.ZS,Brazil,BRA,2014.0,13.37310028
"School enrollment, secondary, private (% of total secondary)",SE.SEC.PRIV.ZS,China,CHN,2014.0,10.16930008
"School enrollment, secondary, private (% of total secondary)",SE.SEC.PRIV.ZS,India,IND,2014.0,50.16532135
"School enrollment, secondary, private (% of total secondary)",SE.SEC.PRIV.ZS,Russian Federation,RUS,2014.0,1.182450056
"School enrollment, secondary, private (% of total secondary)",SE.SEC.PRIV.ZS,South Africa,ZAF,2014.0,4.186669827
"Secondary education, pupils",SE.SEC.ENRL,Brazil,BRA,2014.0,24224944
"Secondary education, pupils",SE.SEC.ENRL,China,CHN,2014.0,88691792
"Secondary education, pupils",SE.SEC.ENRL,India,IND,2014.0,129438992
"Secondary education, pupils",SE.SEC.ENRL,Russian Federation,RUS,2014.0,9061324
"Secondary education, pupils",SE.SEC.ENRL,South Africa,ZAF,2014.0,5220975
"Secondary education, teachers",SE.SEC.TCHR,Brazil,BRA,2014.0,1451313
"Secondary education, teachers",SE.SEC.TCHR,China,CHN,2014.0,6211070
"Secondary education, teachers",SE.SEC.TCHR,India,IND,2014.0,4073937
Urban population,SP.URB.TOTL,Brazil,BRA,2014.0,173346772
Urban population,SP.URB.TOTL,China,CHN,2014.0,740239259
Urban population,SP.URB.TOTL,India,IND,2014.0,419568459
Urban population,SP.URB.TOTL,Russian Federation,RUS,2014.0,106354643
Urban population,SP.URB.TOTL,South Africa,ZAF,2014.0,35079618
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Brazil,BRA,2014.0,85.492
Urban population (% of total population),SP.URB.TOTL.IN.ZS,China,CHN,2014.0,54.259
Urban population (% of total population),SP.URB.TOTL.IN.ZS,India,IND,2014.0,32.384
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Russian Federation,RUS,2014.0,73.95
Urban population (% of total population),SP.URB.TOTL.IN.ZS,South Africa,ZAF,2014.0,64.312
Access to electricity (% of population),EG.ELC.ACCS.ZS,Brazil,BRA,2015.0,99.710902
Access to electricity (% of population),EG.ELC.ACCS.ZS,China,CHN,2015.0,100
Access to electricity (% of population),EG.ELC.ACCS.ZS,India,IND,2015.0,88
Access to electricity (% of population),EG.ELC.ACCS.ZS,Russian Federation,RUS,2015.0,95.5
Access to electricity (% of population),EG.ELC.ACCS.ZS,South Africa,ZAF,2015.0,85.5
"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,Brazil,BRA,2015.0,98.23240924
"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,China,CHN,2015.0,100
"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,India,IND,2015.0,83.36793211
"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,Russian Federation,RUS,2015.0,100
"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,South Africa,ZAF,2015.0,75.36353142
"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,Brazil,BRA,2015.0,99.956197
"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,China,CHN,2015.0,100
"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,India,IND,2015.0,97.5
"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,Russian Federation,RUS,2015.0,95.1
"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,South Africa,ZAF,2015.0,90.99947357
"Primary education, pupils",SE.PRM.ENRL,Brazil,BRA,2015.0,16299166
"Primary education, pupils",SE.PRM.ENRL,China,CHN,2015.0,95958040
"Primary education, pupils",SE.PRM.ENRL,India,IND,2015.0,138518032
"Primary education, pupils",SE.PRM.ENRL,Russian Federation,RUS,2015.0,5982572
"Primary education, pupils",SE.PRM.ENRL,South Africa,ZAF,2015.0,7555842
"Primary education, teachers",SE.PRM.TCHR,Brazil,BRA,2015.0,791787
"Primary education, teachers",SE.PRM.TCHR,China,CHN,2015.0,5889014
"Primary education, teachers",SE.PRM.TCHR,India,IND,2015.0,4398590
"Primary education, teachers",SE.PRM.TCHR,Russian Federation,RUS,2015.0,296994
"Primary education, teachers",SE.PRM.TCHR,South Africa,ZAF,2015.0,249103
Rural population,SP.RUR.TOTL,Brazil,BRA,2015.0,29096333
Rural population,SP.RUR.TOTL,China,CHN,2015.0,610192900
Rural population,SP.RUR.TOTL,India,IND,2015.0,880723750
Rural population,SP.RUR.TOTL,Russian Federation,RUS,2015.0,37393138
Rural population,SP.RUR.TOTL,South Africa,ZAF,2015.0,19480493
Rural population (% of total population),SP.RUR.TOTL.ZS,Brazil,BRA,2015.0,14.23
Rural population (% of total population),SP.RUR.TOTL.ZS,China,CHN,2015.0,44.5
Rural population (% of total population),SP.RUR.TOTL.ZS,India,IND,2015.0,67.223
Rural population (% of total population),SP.RUR.TOTL.ZS,Russian Federation,RUS,2015.0,25.95
Rural population (% of total population),SP.RUR.TOTL.ZS,South Africa,ZAF,2015.0,35.172
"School enrollment, primary, private (% of total primary)",SE.PRM.PRIV.ZS,Brazil,BRA,2015.0,17.33897018
"School enrollment, primary, private (% of total primary)",SE.PRM.PRIV.ZS,China,CHN,2015.0,7.025390148
"School enrollment, primary, private (% of total primary)",SE.PRM.PRIV.ZS,India,IND,2015.0,34.7806282
"School enrollment, primary, private (% of total primary)",SE.PRM.PRIV.ZS,Russian Federation,RUS,2015.0,0.7786599994
"School enrollment, secondary, private (% of total secondary)",SE.SEC.PRIV.ZS,Brazil,BRA,2015.0,13.85562992
"School enrollment, secondary, private (% of total secondary)",SE.SEC.PRIV.ZS,China,CHN,2015.0,10.62650013
"School enrollment, secondary, private (% of total secondary)",SE.SEC.PRIV.ZS,India,IND,2015.0,50.17245102
"School enrollment, secondary, private (% of total secondary)",SE.SEC.PRIV.ZS,Russian Federation,RUS,2015.0,1.254089952
"Secondary education, pupils",SE.SEC.ENRL,Brazil,BRA,2015.0,23501784
"Secondary education, pupils",SE.SEC.ENRL,China,CHN,2015.0,86127200
"Secondary education, pupils",SE.SEC.ENRL,India,IND,2015.0,129542056
"Secondary education, pupils",SE.SEC.ENRL,Russian Federation,RUS,2015.0,9384610
"Secondary education, pupils",SE.SEC.ENRL,South Africa,ZAF,2015.0,5279196
"Secondary education, teachers",SE.SEC.TCHR,Brazil,BRA,2015.0,1428559
"Secondary education, teachers",SE.SEC.TCHR,China,CHN,2015.0,6234124
"Secondary education, teachers",SE.SEC.TCHR,India,IND,2015.0,4092933
"Secondary education, teachers",SE.SEC.TCHR,South Africa,ZAF,2015.0,190022
Urban population,SP.URB.TOTL,Brazil,BRA,2015.0,175375436
Urban population,SP.URB.TOTL,China,CHN,2015.0,761027100
Urban population,SP.URB.TOTL,India,IND,2015.0,429428653
Urban population,SP.URB.TOTL,Russian Federation,RUS,2015.0,106703732
Urban population,SP.URB.TOTL,South Africa,ZAF,2015.0,35905874
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Brazil,BRA,2015.0,85.77
Urban population (% of total population),SP.URB.TOTL.IN.ZS,China,CHN,2015.0,55.5
Urban population (% of total population),SP.URB.TOTL.IN.ZS,India,IND,2015.0,32.777
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Russian Federation,RUS,2015.0,74.05
Urban population (% of total population),SP.URB.TOTL.IN.ZS,South Africa,ZAF,2015.0,64.828
Access to electricity (% of population),EG.ELC.ACCS.ZS,Brazil,BRA,2016.0,99.7
Access to electricity (% of population),EG.ELC.ACCS.ZS,China,CHN,2016.0,100
Access to electricity (% of population),EG.ELC.ACCS.ZS,India,IND,2016.0,89.67192078
Access to electricity (% of population),EG.ELC.ACCS.ZS,Russian Federation,RUS,2016.0,100
Access to electricity (% of population),EG.ELC.ACCS.ZS,South Africa,ZAF,2016.0,84.2
"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,Brazil,BRA,2016.0,98.46712998
"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,China,CHN,2016.0,100
"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,India,IND,2016.0,85.36612611
"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,Russian Federation,RUS,2016.0,100
"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,South Africa,ZAF,2016.0,70.71572237
"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,Brazil,BRA,2016.0,99.9
"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,China,CHN,2016.0,100
"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,India,IND,2016.0,98.34242249
"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,Russian Federation,RUS,2016.0,99.70448303
"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,South Africa,ZAF,2016.0,91.35250092
Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,Brazil,BRA,2016.0,16.29999924
Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,India,IND,2016.0,35.40000153
Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,South Africa,ZAF,2016.0,26.29999924
"Primary education, pupils",SE.PRM.ENRL,Brazil,BRA,2016.0,16118565
"Primary education, pupils",SE.PRM.ENRL,China,CHN,2016.0,98189336
"Primary education, pupils",SE.PRM.ENRL,India,IND,2016.0,145802544
"Primary education, pupils",SE.PRM.ENRL,Russian Federation,RUS,2016.0,6198783
"Primary education, pupils",SE.PRM.ENRL,South Africa,ZAF,2016.0,7569924
"Primary education, teachers",SE.PRM.TCHR,Brazil,BRA,2016.0,793276
"Primary education, teachers",SE.PRM.TCHR,China,CHN,2016.0,5933119
"Primary education, teachers",SE.PRM.TCHR,India,IND,2016.0,4140250
"Primary education, teachers",SE.PRM.TCHR,Russian Federation,RUS,2016.0,300639
Rural population,SP.RUR.TOTL,Brazil,BRA,2016.0,28776240
Rural population,SP.RUR.TOTL,China,CHN,2016.0,596465626
Rural population,SP.RUR.TOTL,India,IND,2016.0,885010817
Rural population,SP.RUR.TOTL,Russian Federation,RUS,2016.0,37292301
Rural population,SP.RUR.TOTL,South Africa,ZAF,2016.0,19479624
